p_recall,timestamp,delta,user_id,learning_language,ui_language,lexeme_id,lexeme_string,history_seen,history_correct,session_seen,session_correct
1.0,1362434822,362798,u:h8RC,es,en,108c28dd4282cc9ada6139270342d870,abrigo/abrigo<n><m><sg>,1,1,1,1
1.0,1363081913,80454,u:fB_6,es,en,fae183cfa6a19d79e500f55f55775e68,nosotras/prpers<prn><tn><p1><f><pl>,26,24,1,1
1.0,1363091984,226,u:dJiH,es,en,e8578c557b3989f9efbc424f9430091d,come/comer<vblex><pri><p3><sg>,175,169,5,5
0.8,1362965161,168493,u:i4o6,it,en,60ca04f13f84bd807301e4407f7b6f18,loro/lui<prn><tn><p3><mf><pl>,15,15,5,4
1.0,1362599927,490,u:gjOG,es,en,cea25080ac57e5c12f7e0676f70a54df,escribe/escribir<vblex><pri><p3><sg>,14,13,2,2
1.0,1362878577,85743,u:i7i4,it,en,f6554eb5c95f946d92b2bea7357e2980,ragazzo/ragazzo<n><m><sg>,5,4,1,1
1.0,1362191067,80400,u:iOmh,es,en,84e18e86c58e8e61d687dfa06b3aaa36,soy/ser<vbser><pri><p1><sg>,9,7,4,4
0.857142857143,1362625907,1468148,u:fJFK,fr,en,4dcf17ca695fb738ebdc64b4224b58bb,demain/demain<adv>,7,6,7,6
1.0,1362609224,762722,u:im0C,en,es,a826c47947d68549fa81e19cafa57ba0,eat/eat<vblex><pres>,8,6,2,2
1.0,1362942688,1528881,u:epHY,en,pt,764e3dc3b4ba7256526f0b66c33d778d,hello/hello<ij>,1,1,2,2
0.0,1362422408,269,u:fsOi,en,es,f095b241bf9d210e6c72b88d7478ea08,wish/wish<vblex><pres>,3,2,1,0
1.0,1362209512,64666,u:h9Wu,en,es,b968b069e4e2c04848e9f8924e34c031,we/prpers<prn><subj><p1><mf><pl>,36,34,1,1
1.0,1362681054,367,u:fxb4,de,en,e3a78d510ca39f16201e99cf1637f405,ein/ein<det><ind><nt><sg><nom>,21,16,3,3
1.0,1363094741,600,u:hjCs,de,en,74403cdcdc300df6c5b9c0589c23cad8,reis/reis<n><nt><sg><dat>,4,4,1,1
1.0,1363104540,193,u:g5hZ,en,es,1e1f8d730c4ba99ad2873a7608324cf6,my/my<det><pos><sp>,41,40,1,1
1.0,1362993750,941129,u:hYBR,de,en,3fb0c6ae83598ec3e6817e2e236e3b9b,nudeln/nudel<n><f><pl><*case>,1,1,3,3
1.0,1363064435,364,u:FWX,en,es,7dab41a78fec1de7eea6f4e0f5173f3a,hats/hat<n><pl>,9,7,1,1
1.0,1362701995,2521893,u:hzhq,es,en,1f4bb36e5aa8231dc04d772d8f4dc839,negra/negro<adj><f><sg>,2,2,1,1
1.0,1362346861,687955,u:imkW,es,en,f0dfe0a3acd6a6a42701c33e93ba29d9,agua/agua<n><f><sg>,6,5,4,4
1.0,1362099059,23854,u:iltJ,de,en,558028cb6d2f55177ab4489add640178,menü/menü<n><nt><sg><*case>,2,2,1,1
1.0,1362568196,117,u:g29Y,en,it,7dab41a78fec1de7eea6f4e0f5173f3a,hats/hat<n><pl>,12,12,1,1
1.0,1363070192,440352,u:i4EB,en,es,5e29d77697d23070a1fb92eb6c90e9b6,bread/bread<n><sg>,3,3,2,2
1.0,1362327005,263156,u:g4MZ,fr,en,f3c7297e32f4bf16d315ea5982e950c2,noir/noir<adj><m><sg>,56,56,1,1
1.0,1362507529,523,u:fhuc,es,en,e7e47c0b4857fed35b942459f2028006,zapatos/zapato<n><m><pl>,5,5,3,3
1.0,1363015144,128917,u:hLwl,en,es,2179fd8c281cec0879b28ef81510bf9d,have/have<vblex><pres>,11,9,4,4
1.0,1362442420,349026,u:iJLr,en,es,0bc5f4a19bfb7338b2b821e211ee2dde,its/its<det><pos><sp>,5,3,4,4
0.5,1363001951,442854,u:ik2A,en,es,493d4347b69abc949a6ce6b33594d97b,north/north<n><sg>,3,2,2,1
0.0,1362745816,4658365,u:gpJ_,it,en,ff707682a41216251dc0f775138df9ed,legge/leggere<vblex><pri><p3><sg>,4,3,1,0
1.0,1362217430,122,u:e5LO,en,es,cdfecc9247566d40bb964a218c54c783,drink/drink<vblex><pres>,16,14,2,2
1.0,1362224799,15530,u:bwYM,de,en,fc2488519350654e5a8a92f46fe8d864,auf/auf<pr><acc>,9,9,4,4
1.0,1363017272,333,u:id2j,en,it,ba1b8341ad3e030e24d42a8af67f2a94,road/road<n><sg>,6,3,1,1
1.0,1362485328,125469,u:h4xR,es,en,86584daef5933b284384453795bbf0ed,hombre/hombre<n><m><sg>,7,6,5,5
1.0,1362252693,5409,u:ilmf,it,en,f9c28fffddf471709aaced07f07033b1,le/il<det><def><f><pl>,21,18,1,1
1.0,1362257786,276985,u:f2hp,de,en,70050bae3310c152d7461372ed81f846,tochter/tochter<n><f><sg><acc>,6,6,1,1
1.0,1362412890,2943166,u:cKMa,en,es,4ed1e020e8415247f8221936051f6836,existence/existence<n><sg>,7,6,1,1
1.0,1362190893,117623,u:e9sZ,en,es,88b4ca9b2c769a10529b6648958ac62c,motorcycle/motorcycle<n><sg>,6,5,1,1
1.0,1363104709,101,u:e_UO,pt,en,6b6eb18b36896344877e52826eac0d33,gosto/gostar<vblex><pri><p1><sg>,9,9,1,1
1.0,1363049007,84759,u:i-1R,en,pt,7b7ea3778c08002e2fee0a4bcf7e4729,cook/cook<vblex><pres>,3,3,1,1
1.0,1363015768,330197,u:i56T,es,en,61c2f4dd9c024c9d99910ba2b04590b1,comen/comer<vblex><pri><p3><pl>,3,2,1,1
1.0,1362797343,3198085,u:gJVG,en,es,ebc831d3a05751d0fbbd3495158aa038,duck/duck<n><sg>,4,3,1,1
1.0,1362498668,154,u:hfFj,en,es,a826c47947d68549fa81e19cafa57ba0,eat/eat<vblex><pres>,51,47,2,2
1.0,1362170048,612310,u:hECs,fr,en,b8177f85ffb5356bd51d6ebaacd146e4,pomme/pomme<n><f><sg>,76,54,2,2
1.0,1362892143,195,u:drvP,es,en,503c77be3b87d05fd311598c06fe809b,aquella/aquel<det><dem><f><sg>,6,4,1,1
1.0,1363083567,489853,u:hkYJ,en,it,144c9dbb889c9ef9309814cf47f721f9,street/street<n><sg>,4,4,1,1
1.0,1363017843,681735,u:hSCW,es,en,751cef71758f92e031ad696122464d2f,gatos/gato<n><m><pl>,1,1,1,1
1.0,1362841125,450,u:if8p,en,pt,25dcc7b3420a56110835a165f02513c9,lunch/lunch<n><sg>,6,5,1,1
1.0,1362493504,319,u:hXCp,es,en,4e2d55b6054492c18e7c6090bf577d6d,tortuga/tortuga<n><f><sg>,2,2,1,1
1.0,1362181852,526767,u:ilzZ,it,en,3a58a776296282dab3c6615d4d899fd7,mais/mais<n><m><sp>,3,3,1,1
1.0,1362165982,762075,u:f9EY,en,it,1b924c4e39db1a5d0ea6dfac169497f8,late/late<adv>,3,3,1,1
1.0,1362257427,94585,u:hm6G,en,es,8b63369904620fbed30af90a67e4ae87,colors/color<n><pl>,26,23,2,2
1.0,1362121537,789574,u:eYNn,en,es,2b97dce464f0a69324ffd2955a7eff1f,our/our<det><pos><sp>,17,15,1,1
0.0,1362580469,3145,u:ceQ9,en,es,5c3b67e9063fb34719083d58612412f4,october/october<n><sg>,2,2,1,0
1.0,1362242762,449,u:iyVh,en,pt,a826c47947d68549fa81e19cafa57ba0,eat/eat<vblex><pres>,57,52,1,1
1.0,1362485905,286,u:ihxD,en,es,91e1f511d532b80f8ef3fca752f3a237,fish/fish<n><sg>,25,25,2,2
1.0,1362873852,547187,u:iGtz,it,en,21530ddeea9be9064dc3898af43b5cc0,banana/banana<n><f><sg>,6,6,3,3
1.0,1362282528,410,u:iOoA,fr,en,2099dab843c707202dd04b1eb3348126,a/avoir<vblex><pri><p3><sg>,6,5,1,1
1.0,1362974766,4333134,u:gHTP,de,en,57457e31abab4aef08489362a8ac1130,trinke/trinken<vblex><pri><p1><sg>,14,12,4,4
1.0,1362508602,691,u:iVKr,en,es,0d9244f805fd55af1281a1bcb1a2cba6,and/and<cnjcoo>,9,9,1,1
0.666666666667,1362864493,4696417,u:eZXP,en,pt,37eaa39d48ed80e7a66a779ddb7b6051,entered/enter<vblex><past>,3,3,3,2
1.0,1362429470,92936,u:goA,en,es,0d9244f805fd55af1281a1bcb1a2cba6,and/and<cnjcoo>,2249,2069,1,1
0.666666666667,1362453832,1204738,u:xZT,fr,en,631d297c324518ea97ac01fd2abd6e46,les/le<det><def><mf><pl>,8,7,3,2
1.0,1362717680,347291,u:h5VM,de,en,3f81534f09d2339879feb02a5c661ef1,diese/dies<prn><dem><mf><pl><nom>,4,3,2,2
1.0,1362370505,4340469,u:fFnd,de,en,40bcbd8339eeae2ed5ee89caf5c517c5,brot/brot<n><nt><sg><nom>,1,1,2,2
0.666666666667,1362624183,246,u:fnC1,en,es,5553a0dd1adb8ab01dcff49a7a2190e0,yours/yours<prn><pos><mf><sp>,12,8,3,2
1.0,1362106248,85005,u:iBtE,es,en,25a5cb63448fad016a8eb4e3578ec3d4,pollo/pollo<n><m><sg>,15,15,1,1
0.5,1363044621,2915,u:jdSr,de,en,84920990d78044db53c1b012f5bf9ab5,das/das<det><def><nt><sg><nom>,17,16,2,1
1.0,1362628125,233,u:izMt,es,en,7d22860d8b51d67c932fe10dfce59dc2,tomate/tomate<n><m><sg>,1,1,1,1
1.0,1363030211,373,u:ihKl,en,es,97e922f780d628eac638bea7a02bf496,is/be<vbser><pri><p3><sg>,28,27,1,1
1.0,1362716544,885114,u:iEuB,es,en,c5a5d664ac5b4440b3da8613095dd840,un/uno<det><ind><m><sg>,6,6,1,1
1.0,1362447106,17962,u:iXDG,fr,en,6d6841b5a0ea88d87c2a7b6eee95ab48,et/et<cnjcoo>,4,4,7,7
1.0,1362516212,517649,u:iHxj,fr,en,bc77537cb121e6e22bd91949fbecc4c4,eau/eau<n><f><sg>,7,6,3,3
1.0,1362991847,4818,u:n1V,es,en,d29b2a0f38cb24ea7173de0bb32093f7,ir/ir<vblex><inf><@future_phrasal>,13,12,1,1
1.0,1362261824,292,u:b9pY,es,en,b2e7211584bc88151b7cbabe748cc5c5,toco/tocar<vblex><pri><p1><sg>,3,3,4,4
1.0,1362319140,1154,u:gaNZ,it,en,37bc94619d0b31ee77ca07d04f3e9c99,siete/essere<vbser><pri><p2><pl>,10,6,2,2
0.5,1362686296,418179,u:idxq,fr,en,0b1edc026029c010555cfc22f54ee25f,bienvenue/bienvenue<n><f><sg>,3,2,2,1
1.0,1362937781,4023,u:cLQQ,en,es,f9335693790c492ee8ec8bd90bc1e9f9,type/type<n><sg>,8,8,1,1
1.0,1363089616,1256119,u:fwwr,en,es,e8cd19097ba58e56b68ef71097698da6,every/every<det><ind><sg>,9,8,1,1
0.666666666667,1362505704,1202225,u:h4ai,es,en,fda174b61b0ed5e2eaa6deceae37f56b,son/ser<vbser><pri><p3><pl>,12,8,3,2
1.0,1362537512,352,u:ilES,en,es,b974624f112084b39586380fe4aaf32a,man/man<n><sg>,32,30,1,1
1.0,1362992674,172431,u:g7KP,en,es,b974624f112084b39586380fe4aaf32a,man/man<n><sg>,18,18,1,1
1.0,1362534955,904222,u:ivdn,it,en,3707e7967643ffb10781fc54da171507,bevi/bere<vblex><pri><p2><sg>,2,1,2,2
0.5,1362083275,168058,u:iA7x,es,en,f00cd5d54171096208a6a1e13ab02ab9,perro/perro<n><m><sg>,1,1,2,1
1.0,1362408894,170706,u:bk06,es,en,99cd0848be9239250ffd99e11add7338,de/de<pr>,101,87,2,2
1.0,1362345165,368,u:iCEi,fr,en,8eab218aee7c0dac90f093c855af968a,pain/pain<n><m><sg>,12,11,1,1
0.0,1362978714,715,u:hC7v,es,en,3f60e879bd40b3e9d261375fd25f93cd,padre/padre<n><m><sg>,7,5,1,0
1.0,1362775690,505,u:iljS,en,es,cdfecc9247566d40bb964a218c54c783,drink/drink<vblex><pres>,90,72,1,1
0.666666666667,1362102267,91746,u:iE1B,en,es,0bc5f4a19bfb7338b2b821e211ee2dde,its/its<det><pos><sp>,3,2,3,2
1.0,1362140181,1884,u:hMlK,it,en,98b3a185ebdc3c67727d2d1f01094ac6,mangia/mangiare<vblex><pri><p3><sg>,6,6,1,1
0.0,1363011568,170230,u:gVNw,it,en,3381865bed47a3bd9fcfb725efe8ab5c,bicchiere/bicchiere<n><m><sg>,3,2,1,0
1.0,1362239788,511173,u:g2gJ,fr,en,be0690c45ec0853fac6f4e7b4f9e0c97,blé/blé<n><m><sg>,2,2,1,1
1.0,1362711501,596,u:eUTS,en,es,ebc831d3a05751d0fbbd3495158aa038,duck/duck<n><sg>,7,7,1,1
1.0,1362276482,343,u:brKj,de,en,0df6636b1f13df9a9de7cebeadd4b074,koch/koch<n><m><sg><nom>,5,5,1,1
1.0,1362931211,1269431,u:hVb1,fr,en,acc3c6bac8cac96a484b781d1032ed67,<*sf>/invitation<n><f><*numb>,2,2,3,3
1.0,1362518166,31679,u:fGhW,es,en,2183326772866ddd4f488440d562991b,sopa/sopa<n><f><sg>,12,11,1,1
1.0,1362582343,253,u:iljS,en,es,0bd5d9cd7baaaf384b5344e27d15cecd,food/food<n><sg>,19,18,1,1
1.0,1362436540,89469,u:b4Ms,en,es,142ad0f32d08728de0f9955df5b83f32,an/a<det><ind><sg>,87,81,1,1
1.0,1362765240,178,u:ioYO,es,en,f3ec502e5b9ca28d31b1478341f7bb3d,somos/ser<vbser><pri><p1><pl>,24,18,2,2
0.5,1362177587,115,u:iycY,fr,en,631d297c324518ea97ac01fd2abd6e46,les/le<det><def><mf><pl>,48,34,2,1
1.0,1362093675,322441,u:ixkU,fr,en,ebbb9ea73ead15fcc77e3613b7afee6c,cochon/cochon<n><m><sg>,5,4,2,2
1.0,1362554636,3822,u:hTJr,pt,en,cbdab85bc61592bf4279db56ff35a695,jantar/jantar<n><m><sg>,3,3,1,1
1.0,1362920487,8586,u:h3JK,es,en,bb1445b3da4b0d487a9e06c8da4874cf,hijos/hijo<n><m><pl>,8,8,1,1
1.0,1362441623,176,u:eJe_,en,es,af7deb709ced392081c14270864e43dc,hears/hear<vblex><pri><p3><sg>,4,4,1,1
1.0,1362926889,640848,u:ibPw,en,es,b9b8ade18ad037fe7913317f71a0ad37,seems/seem<vblex><pri><p3><sg>,8,8,3,3
1.0,1362342276,245,u:iSxj,de,en,d2c8d82b57a02448138c274e578261de,restaurant/restaurant<n><nt><sg><dat>,7,4,1,1
1.0,1362615887,1301632,u:gFON,fr,en,710b68d3c21cf9ac44218b554a5360dd,merci/merci<ij>,10,9,3,3
1.0,1362938745,120208,u:i9fK,fr,en,e5ad1ddd38ac024aec96b83b43bb9c34,sandwich/sandwich<n><m><sg>,2,2,1,1
0.0,1362698083,14552,u:chn6,en,es,397d3ba30ddcbdfb605c9514b86e25f3,appointment/appointment<n><sg>,1,1,1,0
1.0,1362650661,26870,u:JZo,en,es,c5e232dcbcddaf153ddcd92e29652b9f,this/this<det><dem><sg>,446,406,1,1
1.0,1362606944,170630,u:iSno,es,en,f423850a19d3a8b7f7c206c2a9dfa733,persona/persona<n><f><sg>,2,1,3,3
1.0,1362113154,11590,u:dTHC,en,es,c7cdabd85f63506807f8d856897a2089,it/prpers<prn><subj><p3><nt><sg>,36,28,1,1
1.0,1362457264,430801,u:gQtF,en,es,100164559946674138e97c1e3830ccf4,child/child<n><sg>,11,9,2,2
1.0,1362285689,576852,u:iq9D,de,en,9fd5e36e3610cccd451acba4d29990ca,einen/ein<det><ind><m><sg><acc>,5,5,7,7
0.666666666667,1363035736,702046,u:hUoc,es,en,680ce57581d1baec4cc21c2a66b4928e,empleados/empleado<n><m><pl>,2,2,3,2
0.5,1362087645,84,u:dT_i,en,pt,33a7fd42f74b2d2b1110f1b0c8b6db38,not/not<adv>,12,9,2,1
0.5,1362423048,251947,u:iDxY,fr,en,ba0a3f9e43bfc46291ffe54c4ff1aa99,enfants/enfant<n><mf><pl>,7,7,2,1
0.6,1362615471,1533,u:i22u,en,es,6467457ef675ada64c360e7d17642aaf,men/man<n><pl>,14,9,5,3
1.0,1362397825,75,u:iUAa,es,en,7c5f7481bd058705944beb130edc5882,él/prpers<prn><tn><p3><m><sg>,4,4,2,2
1.0,1362359760,160667,u:if9u,en,es,005c76e47ebbcd5c0a2c7f2e68c830ee,<*sf>/friend<n><*numb>,2,2,1,1
0.0,1363001038,28068,u:jdbT,fr,en,bfbd77c555aed5378a456e03e189e010,il/il<prn><tn><p3><m><sg>,5,5,1,0
1.0,1362333523,1822049,u:fMGB,fr,en,399f831eeb812a957ac4f523a2f41328,fruits/fruit<n><m><pl>,3,2,1,1
1.0,1362234423,236,u:hUqw,it,en,f249d88b7beb7a35c7df70dccef3e392,fritto/fritto<adj><m><sg>,6,6,1,1
1.0,1362193531,203086,u:ivXz,de,en,d50ab9ef5ef30559a83e80b8568d2933,meine/mein<prn><pos><mf><pl><nom>,2,1,2,2
1.0,1362161833,7172,u:ihSP,en,pt,45b3b756380a85c42675d5fd64a4e432,lemon/lemon<n><sg>,1,1,1,1
1.0,1362371306,84753,u:dL0m,es,en,c2c8a202a12411858f87d4dcef5b2998,no/no<adv>,35,33,1,1
1.0,1362693309,342868,u:hUH3,de,en,e742bc8240d2a9d1e44a1f5d52684239,schuhe/schuh<n><m><pl><nom>,4,4,3,3
0.0,1362345949,2406003,u:fXZF,es,en,930ddde2032f793642573f03dc198c9c,mi/mío<det><pos><mf><sg>,33,30,1,0
1.0,1362448208,6923014,u:e5T4,en,es,2b97dce464f0a69324ffd2955a7eff1f,our/our<det><pos><sp>,6,6,1,1
1.0,1363046463,570,u:jfmC,es,en,f423850a19d3a8b7f7c206c2a9dfa733,persona/persona<n><f><sg>,3,2,5,5
1.0,1362666437,6408301,u:BKc,it,en,0a1182023e118cdfe925e4449433cac1,cioccolato/cioccolato<n><m><sg>,3,3,1,1
1.0,1362247220,3579,u:hVV9,es,en,341c91dfabbda45c7323930090c25d52,almuerzo/almuerzo<n><m><sg>,5,5,1,1
1.0,1362340342,149580,u:df1r,en,es,b314eb04f77f9a6f277a4f6546d51287,rice/rice<n><sg>,8,7,3,3
0.5,1362666270,5156,u:i3Id,es,en,a52bc2771bde31d4d5e80bd29f350714,manzana/manzana<n><f><sg>,7,6,2,1
0.0,1362479160,1963377,u:Tbo,de,en,c7e85bcce917b0982524cdb81ad0b755,unbedingt/unbedingt<adj><pst><pred>,20,16,1,0
1.0,1362143515,145269,u:hMmA,es,en,e0c4847185936c50b09b1c9b97cefa84,por/por<pr>,10,10,1,1
1.0,1362257203,1609,u:ghZX,en,pt,01669d9689c5cf2ec04c58a893f02ab6,drinks/drink<vblex><pri><p3><sg>,22,22,1,1
0.666666666667,1362509733,219,u:gEDj,es,en,66017329a8be498caedf5d4e36606225,escribimos/escribir<vblex><pri><p1><pl>,8,8,3,2
0.0,1362507437,106190,u:hutF,de,en,0df199d17339147df7263b064d2d8161,meiner/mein<prn><pos><f><sg><dat>,7,4,1,0
1.0,1363085643,1033979,u:e8yG,de,en,18f44fedc25a5d21b0bb5fcd5e9bbae5,schüler/schüler<n><m><*numb><*case>,1,1,2,2
1.0,1363006976,2675034,u:gvZj,en,it,c89df1e3370573e88df637fe3eedc15d,wants/want<vblex><pri><p3><sg>,5,5,1,1
1.0,1362190258,248129,u:h2gr,de,en,495f763ef6027e020c53431484aa5ede,isst/essen<vblex><pri><p3><sg>,22,19,1,1
1.0,1362923575,614,u:hZtS,es,en,192059cfe22cedd84cd400a9b1b47171,nuestra/nuestro<det><pos><f><sg>,11,10,4,4
1.0,1362894632,2360927,u:gauG,es,en,faa6fd18132b358958e440322ee82b4b,lee/leer<vblex><pri><p3><sg>,2,2,1,1
0.666666666667,1362453491,2334797,u:hvt6,es,en,84e18e86c58e8e61d687dfa06b3aaa36,soy/ser<vbser><pri><p1><sg>,5,4,3,2
0.75,1362772230,498,u:iP12,en,es,827a8ecb89f9b59ac5c29b620a5d3ed6,a/a<det><ind><sg>,48,42,16,12
1.0,1363076853,2022413,u:hL01,es,en,aaa5edb86012a89ad96f0fe29b952ee7,ellas/prpers<prn><tn><p3><f><pl>,5,4,4,4
1.0,1362152191,1636,u:iPb8,fr,en,8243ebb6f04f8293b3c63cf666b5eacc,le/le<det><def><m><sg>,3,1,2,2
1.0,1362397031,254286,u:box,es,en,84e18e86c58e8e61d687dfa06b3aaa36,soy/ser<vbser><pri><p1><sg>,157,148,3,3
0.8,1362661699,235684,u:iWdU,es,en,fae183cfa6a19d79e500f55f55775e68,nosotras/prpers<prn><tn><p1><f><pl>,5,4,5,4
1.0,1363059255,5635332,u:fHu1,es,en,f9f82239f935c01a23b0b2119af257ce,abrigos/abrigo<n><m><pl>,8,8,1,1
0.75,1362779024,340,u:i9j7,es,en,a96439c6627d7b2447435b1a5f32eade,yo/prpers<prn><tn><p1><mf><sg>,4,2,4,3
1.0,1363013392,139,u:ha3i,es,en,72dd832895dd783a3cf7ce4b4788efe3,falda/falda<n><f><sg>,4,3,1,1
1.0,1362775023,236,u:h2Fa,en,pt,390ca9c2868c14c5616c460e4f31762c,women/woman<n><pl>,8,8,1,1
1.0,1362610657,1475,u:i3Io,es,en,a96439c6627d7b2447435b1a5f32eade,yo/prpers<prn><tn><p1><mf><sg>,11,11,3,3
1.0,1362096040,533,u:hP_z,es,en,4452601308c9aeb4f25f01fb6710ed16,salsa/salsa<n><f><sg>,45,41,7,7
1.0,1362951207,429405,u:dq44,es,en,fa7411f0c2b9ba1fad7667909ce35de0,mesa/mesa<n><f><sg>,32,30,2,2
1.0,1362589535,3049,u:h0bQ,en,es,1e1f8d730c4ba99ad2873a7608324cf6,my/my<det><pos><sp>,5,5,4,4
1.0,1362342924,948190,u:hxQ2,es,en,7e416735d7d43c3c0fc30d10801a352d,si/si<cnjadv>,6,4,2,2
1.0,1363047279,219,u:cmG6,en,es,179dc23eaea411d9839e3ec0ff7dfc15,turtle/turtle<n><sg>,4,4,1,1
1.0,1362442557,342490,u:hQkI,es,en,ecd5cdac269b038dbbd2331238536efc,animal/animal<n><m><sg>,25,24,2,2
1.0,1362715123,331,u:ja8,fr,en,12157a474f4722909b9a08dc004b8e2d,enfant/enfant<n><mf><sg>,11,11,1,1
1.0,1362855754,170912,u:g8vU,it,en,3ba432ebe76ae23d70ebff2ea604c469,quindici/quindici<num><mf><sp>,1,1,1,1
1.0,1362985717,29140,u:hMAh,es,en,69faeef930a44421ec22be4b06474a06,aunque/aunque<cnjadv>,5,4,6,6
0.666666666667,1362444711,860737,u:iofu,en,pt,e16c578226476ae646530b6356f9b0ad,newspaper/newspaper<n><sg>,4,4,3,2
1.0,1362408333,354,u:hrvK,es,en,751cef71758f92e031ad696122464d2f,gatos/gato<n><m><pl>,23,22,1,1
1.0,1362819943,481016,u:hIgV,de,en,409065de5af96f0211ff06c06969f120,blumen/blume<n><f><pl><acc>,7,7,1,1
1.0,1362704303,3124,u:i3bA,en,es,f254244207240db11107ffbe433d1e0e,bird/bird<n><sg>,5,4,2,2
1.0,1362798008,5053,u:i9Ro,es,en,c5a5d664ac5b4440b3da8613095dd840,un/uno<det><ind><m><sg>,10,8,5,5
0.5,1362369656,3580127,u:gN5i,fr,en,0b1edc026029c010555cfc22f54ee25f,bienvenue/bienvenue<n><f><sg>,12,10,2,1
1.0,1362302388,739,u:gpE3,en,es,338cfcfc23b83a6ad5a10d66c16a2c8a,take/take<vblex><pres>,3,3,1,1
0.5,1362919771,179,u:ghIs,en,it,109cddf825db4d8e0d00d19b2c3cb1b3,black/black<adj>,8,7,2,1
1.0,1362978852,127028,u:h7Jy,en,es,b27a47dc355c4dad47bbe03694744455,march/march<n><sg>,5,4,1,1
1.0,1362757663,35028,u:h2_R,es,en,9674c213bae02e21fa3ddc00a615df8c,cama/cama<n><f><sg>,25,21,2,2
1.0,1362802192,191846,u:iHCy,es,en,b75adbbe28bc61ff5bbeb6908e65d85d,corren/correr<vblex><pri><p3><pl>,3,3,2,2
1.0,1362156148,203,u:yTU,es,en,e0c59af9edfe94325252afb2525b4c93,beben/beber<vblex><pri><p3><pl>,13,13,1,1
1.0,1362602342,425479,u:gafH,de,en,09a557b3d3fefe24544d29e606a69fec,jungs/jungs<n><m><pl><nom>,3,3,3,3
1.0,1362094911,831,u:hcLc,es,en,08bb4120ecb09c3cc4a544af3f119f6d,pasta/pasta<n><f><sg>,1,1,3,3
0.0,1362592751,576234,u:iDs7,en,es,f750632dcb4a82af6d81b7e2a42ad5e1,until/until<cnjadv>,3,2,1,0
1.0,1362704066,176753,u:iaqd,en,es,c96730a6157b32cfc3e97416c8658693,next/next<adj>,2,2,2,2
1.0,1362979374,594,u:ii6N,de,en,80d14006256295d3d98b1a0d52cbbd81,mögen/mögen<vbmod><pri><p1><pl>,5,5,1,1
1.0,1362325082,216977,u:fMgm,en,es,2553812e8426655233659c40f421b4c1,potential/potential<adj>,2,2,1,1
1.0,1362540504,9275642,u:d3eR,en,es,ef1f94c0e977e97bd02772867e9110f1,chicken/chicken<n><sg>,5,4,1,1
1.0,1363091884,326,u:eHL2,fr,en,297853cd5696e6152fccd24fefdd6c66,mots/mot<n><m><pl>,8,6,2,2
0.0,1362784750,161,u:ee4M,en,pt,547bb1812414cec172b0afef5ca93fce,girl/girl<n><sg>,15,14,1,0
1.0,1363034732,865,u:h96-,en,it,4adf5cd40d521b02a9cc241bf3adc6bb,have/have<vblex><inf>,13,11,1,1
1.0,1362745342,5139781,u:f3PX,fr,en,ebbb9ea73ead15fcc77e3613b7afee6c,cochon/cochon<n><m><sg>,3,3,1,1
1.0,1362908964,392976,u:h9M2,en,it,b314eb04f77f9a6f277a4f6546d51287,rice/rice<n><sg>,17,15,2,2
1.0,1362102948,170689,u:iIhe,en,es,ca886bc339ea78c58abea6250665ad49,orange/orange<n><sg>,2,2,5,5
0.75,1362685302,648,u:i593,de,en,dd34978165d17f7e729a2ef331a7600d,er/er<prn><p3><m><sg><nom>,4,3,4,3
1.0,1363006246,896,u:iXyI,es,en,7c5f7481bd058705944beb130edc5882,él/prpers<prn><tn><p3><m><sg>,10,10,1,1
1.0,1362567360,146289,u:izzK,de,en,7f78970589f8a9fe95bca610215c051a,ein/ein<det><ind><nt><sg><acc>,11,10,1,1
0.666666666667,1362308965,220,u:iNyD,en,es,b974624f112084b39586380fe4aaf32a,man/man<n><sg>,26,24,3,2
0.333333333333,1362672551,846350,u:iDl1,en,es,5e29d77697d23070a1fb92eb6c90e9b6,bread/bread<n><sg>,3,2,3,1
1.0,1362830933,1559602,u:hDOc,fr,en,dbdfba1a493493adbbd2079edf0383a9,de/de<@pr:pres_de>,2,2,1,1
1.0,1362699771,211,u:d3Ms,en,es,bd51ddeb540514b183c538b3a79cb7a4,hat/hat<n><sg>,4,4,1,1
1.0,1362344239,187470,u:eMgB,en,es,4adf5cd40d521b02a9cc241bf3adc6bb,have/have<vblex><inf>,163,148,1,1
1.0,1362271133,34764,u:iNxN,en,es,c52ab45d4e22ee7580041911159e3c0c,water/water<n><sg>,6,6,1,1
1.0,1362796109,8586,u:iiro,en,es,8c8952fbf398f996438f9fd5a27f9d38,red/red<adj>,3,3,1,1
1.0,1362769526,94079,u:gcKG,it,en,de1edf5b4ad6dc5ee42e1029ef7a8d4c,<*sf>/basso<adj><*gndr><*numb>,2,2,1,1
0.8,1362589632,78922,u:iYxP,de,en,46cd21495035f225d4fe8fc8552badc0,apfel/apfel<n><m><sg><acc>,2,1,5,4
1.0,1362929001,286,u:i-NK,es,en,82405a988fe6d883b8df7297873c5e5a,tú/prpers<prn><tn><p2><mf><sg>,5,5,3,3
1.0,1363009340,529,u:i7Yj,en,es,65e39bd07057893f74d8db10b367f7aa,she/prpers<prn><subj><p3><f><sg>,9,9,1,1
0.0,1362090084,112,u:wpZ,fr,en,be70637289b60b17de3b22270462e5bf,un/un<det><ind><m><sg>,134,128,1,0
